Post ID,Answer ID,User ID,Comment,Date
9,17,120,I've radically edited my answer; would appreciate more re-rates and/or more feedback.  I find it interesting that the playing dumb strategy is said to be sure not to work in China. I imagine it might be useful in other countries/other legal systems.  But then the only repressive regimes I have significant experience with are the relatively lighter touch ones in the US.,Oct 7 at 23:57
9,18,97,Transport encryption doesn't do any good if the endpoint is compromised.,Sep 24 at 15:13
9,18,121,They'll generate a report on him stating that he uses Tor/VPN? What a recommendation...,Sep 24 at 22:21
9,18,93,"The spyware is locally intercepting the data, making both TOR and a VPN more than useless.  Those change and somewhat protect the path your data takes through the internet, they don't change what your device is doing before that!  And if the spyware sends its report over one of these the government could easily notice that they're receiving data from a known TOR node or VPN service....",Sep 24 at 22:40
9,18,107,They also know what phones are using which towers and whether those phones are reporting.  And they shut down/block VPNs when they detect them.,Sep 26 at 11:45
10,1,123,"Another reason is usability. Sending an SMS to a new number is more of a hassle, and much more error prone, than receiving one and getting a short code from it. Users should also be rightfully wary of letting random apps send SMSes, so automating the SMS sending isn't that good an idea.",Sep 17 at 17:29
10,1,124,I'd also be concerned about that getting hijacked and causing me to subscribe/pay for a premium texting service unintentionally.,Sep 17 at 19:42
10,1,125,"Sadly, it's not super hard to send a fake sms from arbitrary numbers on certain carriers :(  Intercepting the user receiving a message at least requires you to be near the person physically to easily intercept.",Sep 17 at 20:52
10,2,127,"Further to that, it's usually impossible to tell in advance how much an SMS to a certain number would cost. ""Premium"" numbers can charge an almost-arbitrarily high amount for SMS sent to them on top of operator costs. Therefore, ""send us an SMS"" is rife for scams.",Sep 18 at 8:53
10,1,114,"Actually, I see how it could be set up.  Don't have a fake login, but rather a real but restricted login.  Apps and data would either be open or restricted, if you were in the duress login you would see only those things not marked as restricted.",Jun 2 at 0:33
10,1,129,"@Loren that's a neat idea. The duress login could include limited data (maybe a few old documents) and intentionally broken apps. For example, the fake login could have an online banking app that looks real, but that always crashes. Mobile data could be restricted (""Sorry, you've used all your data for this month""), and apps could then whine about how they won't work until they can connect to the Internet.",Jun 2 at 2:46
10,1,114,"@RobertColumbia The tactics would be known, you can't use things like that.  But have the baking app on the restricted list--with the duress code you simply don't see it.  So long as you use apps for the sensitive stuff even someone who knows how the system works can't tell if it's the duress code or not other than by rooting the phone.  If you want to make it even more secure there are two duress codes--if the second is used the entire sensitive dataset is deleted.  (Use the first on the snoopy official, the second if arrested.)",Jun 2 at 3:30
10,1,130,"That's not so difficult to achieve: ask the users to do it for themselves. For example, when you create a Facebook account  then FB can prompt you to create your ""dummy profile"" in case you are compromised. Still I think hackers will know it's fake and, since is a well known feature for all its users, it wont have any effect.",Jun 2 at 18:46
10,1,131,"Even when access is granted to obviously fake data, that data still has to be processed to determine that it is fake, making it take longer for the hacker to gain access to the real data.",Jun 4 at 7:02
10,2,76,I don't think that's what plausible deniability is. Honeypot != plausible deniability.,Jun 1 at 13:22
10,2,132,"@forest: The question is a bit confused, because it describes a honeypot but the use case (criminal pointing a gun at the phone's owner) demands plausible deniability.  This answer addresses the use case.",Jun 1 at 14:12
10,2,133,@BenVoigt that's still not what plausible deniability is,Jun 1 at 17:33
10,2,132,"@Kevin: It's exactly what the term ""plausible deniability"" means in the context of cryptosystems.  In addition to VeraCrypt which this answer mentioned, see also LUKS, TrueCrypt.",Jun 1 at 18:59
10,2,134,"@Kevin where it comes to crypotsystems, plausible deniability essentially means that when forced to provide access to content secured by a password/encryption, once I provide that access (give my account credentials, enter password/decryption key), I can claim that I've given access to the content I've secured and the adversary cannot reasonably prove otherwise. I can plausibly deny that the real data is still hidden behind yet another key/credential and that I've actually provided access to the real data (or all the data that's available).",Jun 1 at 20:00
10,3,136,"Yep! This is why, above all of your other passwords, regardless of your password system, your email password should ALWAYS be unique.",Jun 4 at 11:27
10,3,137,And always mean Not even with an account of an obscure phpBB forum from 2001. Or an android application thats ask for an username/password even if you used it for 5 minutes. Or an old torrent traker. Especially with Android apps when an apps can request the mail of all device account then check with the used password.,Jun 5 at 14:10
10,4,129,Will airport security in Oceania even allow you to fly to Eurasia? I thought Oceania has always been at war with Eurasia.,Jun 2 at 2:50
10,4,139,People keep devising increasingly clever technical means to defeat a potential request to unlock a phone/laptop/data carrier at a border/airport inspection but I don't see how any of this helps. You might just as well flat-out refuse to give them your password. You might end up in detention or being refused entry but that could also happen while deliberately trying to lock your phone and playing dumb won't help you. The real solution is to avoid taking any sensitive material over the border.,Jun 2 at 9:30
10,4,140,VeraCrypt is an example of a program which implements it - you can set up an alternate password which will uncover only fake part of the data,Jun 2 at 13:18
10,4,141,"In real life, it is however much more likely that instead of ""letting you go on your way"" they will confiscate the equipment and give it to their forensic analysts, detain you, and put you permanently on ""possible terrorist"" list. Or worse.",Jun 3 at 19:49
10,4,142,"@RobertColumbia ""I thought Oceania has always been at war with Eurasia"" They have. Until Oceania makes peace with Eurasia, then they will always have been at war with Eastasia.",Jun 4 at 9:16
10,6,144,Also interesting is Turris from NIC.CZ turris.cz/en,Jun 4 at 20:45
10,11,149,This answer is comedy gold! 😂,Jun 5 at 8:37
11,1,152,"Thank you. I'm Facebook linked. The scammer can know my first and last name from it, date of birth, and Gmail address. Is this sufficient information the scammer can use to do this ""social engineering"" thing where they convince a customer service rep that they're me and gain access to something of mine? I don't have an online account for bank services, so I think my money is safe.",Mar 29 at 17:49
11,1,153,"Technically, yes. But I doubt it would be of any use. It's not like they can magically take over your gmail account and click on activation links etc. But as I said, I think in this situation, their goal was a Telegram account. There's much easier ways to hack people than social engineering based on a handful of public info!",Mar 29 at 18:51
11,1,154,@Dooma You should make your birth date and email private on Facebook...,Mar 29 at 21:48
11,1,152,@Bakuriu Did it.,Mar 29 at 21:57
11,1,155,"@Nomad, Perhaps, they thought that Dooma had an account on Telegram (since Telegram doesn't have encryption turned on by default, then that means they could have accessed his private messages if he had any). thehackernews.com/2016/08/hack-telegram-account.html",Mar 29 at 22:05
11,2,156,"Sadly we cannot tell who has good intentions or not, so caution is everything, if someone asks for your contact ask them to send theirs first. You can easily know if its real or not at that point.",Mar 29 at 20:57
11,2,157,"Multiple applications can connect to the same telegram account, unlike whats app",Mar 30 at 14:31
11,3,152,Thanks. I'll see what I can do regarding a new number.,Mar 29 at 18:35
11,3,158,"Most automated attacks via MMS/SMS target a wide range of numbers. You're no more at risk to those attacks for having shared your number. If it is a targeted attack, then you may be in trouble, but this doesn't seem like a targeted attack. So changing your phone number seems a bit of an overreaction.",Mar 29 at 19:00
11,3,152,Interesting point.,Mar 29 at 20:13
11,3,159,"also, to protect against this, it's far more important to install system patches (aka updates) on the smartphone.",Mar 30 at 10:49
11,3,160,"The original poster should not change their number. There is no risk if they didn’t go past what was described in the original post. Had the original poster gone further and given up more info, then maybe that is a risk. But at this point the risk is silly at best. Many phone numbers are public in some way so changing a number is rash… It’s only advisable if that number is connected to something and the scammer can connect the pieces. As it stands, utterly no risk but a wee bit of sweat from the stress of realizing that one might have been scammed.",Mar 31 at 1:36
11,4,160,"100% correct. The vast majority of phone numbers are public for the most part. The risk only comes if that phone number is somehow connected to something nefarious or some two-factor authentication scam. Either way, this was a “nibble” at a scam and not a scam.",Mar 31 at 1:33
12,1,9,"@RafiRosa To be honest, I don't think you will ever be able to say for sure where it came from. But in the end, what you need to do is the same - a factory reset.",Mar 27 at 17:21
12,1,163,@RafiRosa You can sideload apps that have valid Apple-signed certificates. Otherwise they jailbroke your phone for you.,Mar 28 at 3:54
12,1,164,@Rafi Rosa It's possible the app was compiled directly from XCode to your phone or using TestFlight.  Other than jailbreaking this is the only way unapproved apps can get on your phone.  That pretty much means you should stop using your phone and wipe it ASAP.,Mar 28 at 17:29
12,1,165,"@Anders I have done a complete factory reset of my phone and changed all passwords that I used while using it. After that all of apps I have previously installed were restored by iPhone and all of my files were stored on iCloud, is it all I can do?",Mar 28 at 19:47
12,1,166,"@ray That's not a thing on iOS. Carriers do not have control over firmware updates, and cannot force-install apps.",Mar 30 at 19:40
12,3,168,"Unfortunately, it's pretty common for repair shops to ask for the PIN to log in and verify all hardware functionality after opening the case, just in case they knocked something loose (camera, GPS, bluetooth, etc) which isn't detectable on a lock screen. I go to a shop nearby that will do repairs while you wait so I can log in for them to check while I watch, but I've seen plenty of customers give up the PIN without a moment's pause.",Mar 28 at 20:35
12,4,170,"Unless the employee who didn't know was just working the cash register & did not know that the repairs guys in back routinely install helper apps & remove them after the repair is complete (and forgot to this time). In any case, restore from backup",Mar 28 at 10:58
12,4,171,Might be worth reporting it to the police also so that they can send someone in undercover to do an investigation if they have the will and resources (though they won't),Mar 28 at 12:18
12,4,165,"That was my first thought, that it's some leftover software to test the battery, but the guy who repaired it said that it was already there and didn't have anything to do with it.",Mar 28 at 15:22
12,4,56,"It's a problem if they unlocked the phone at all, even for testing.",Mar 28 at 19:31
12,4,113,"It's a problem for us security aware folks, but most people and most repair people don't see a problem there. And often they are right and not all persons with access rights do bad things. But when they don't tell the truth afterwards, the trust is gone.",Mar 29 at 7:20
13,4,180,"Could you add a source for your claim, that it is not recommended to change the base image?",Mar 22 at 12:34
13,4,181,"Changing anything from the base layer, which is generally a Ubuntu or similar (as @LieRyan said, Alpine is one of the most minimalist base layer out there), implies creating another layer in the final image to redefine the FileSystem, requiring to rebuild most part of the container (all the layers above the application itself) on any small change on the application or code. Creating a container (at least in medium-big projects) implies a previous planning on its layering, not just start deleting things trying to harden the deploy. Regards",Mar 22 at 17:45
14,1,184,"Couldn't you hash it twice?  Once on the client side, once on the server?",Nov 10 at 22:33
14,1,185,"@NathanMerrill - Hashing the password on the client side just makes the hash the password (absent some scheme to include extra information).  However, only securing the password is worthless - you have to at least authenticate the channel, or an attacker can impersonate both ends of the conversation, even without knowing the password.",Nov 11 at 4:55
14,1,186,"This is misleading. Yes, you can. This question asks for how to secure passwords when you can't use HTTP. A bad company policy, a misconfigured firewall can all force HTTP to be used. In situations like this, exchanging certificates (IPsec TLS SCRAM etc) through a side-channel is possible and should be the answer. Answer the question instead of giving advice that was not sought after.",Nov 12 at 1:17
14,1,187,"@noɥʇʎԀʎzɐɹƆ I did mention that there are alternatives when a secure side-channel can be used (which is required for the alternatives mentioned in other answers). But that's not really what the question is about (""The method should be usable in any browser""). There are definitely use-cases for these alternatives, but ""we can't use HTTPS because our infrastructure is too broken"" shouldn't be one of them.",Nov 12 at 10:40
14,1,9,"I agree with the main poin - it can't be done. But I'd add that even if you are Dave and roll your own crypto, it would not help. The code that does the crypto is delivered over HTTP, and can therefore be tampered with.",Nov 13 at 14:44
14,3,188,"You can safely do this with a fat client (a desktop or mobile application) that is distributed in a safe manner. However, with an in-browser thin client, the client code itself is delivered over HTTP as well, and as @AndrolGenhald pointed out, attackers in the middle can intercept and change it to send the password to them.",Nov 9 at 19:07
14,3,189,"@Zoltan That's very true, thank you for the clarification. The original question doesn't specify whether they need a thin or fat client, so my answer wouldn't apply in all cases. But even over HTTP, I think this provides some additional security. The attack has gone from just snooping traffic to modifying code. Nothing insurmountable, so it wouldn't be secure, but maybe less bad? And I think having both HTTPS and SCRAM is very beneficial.",Nov 9 at 19:17
14,3,188,"If you agree, you may consider mentioning this restriction in your answer. Otherwise I really like your answer as challange-response was my first thought too and none of the other answers mentioned it.",Nov 9 at 19:29
14,3,190,"@Melanie You are absolutely correct that even with just HTTP it's better. There are attackers only capable of passive attacks. That being said, there's no reason not to use HTTPS nowadays when it's free.",Nov 10 at 4:30
14,3,191,"@IanF1 The server only needs to know a Hash of the password. Also, all Browsers I know implement a similar mechanism: HTTP Digest Authentication, so even with a thin client one can use this method. On the other hand, HTTP digest is based on the obsolete MD5 hashes, but I am not sure how insecure it is due to this (MD5 is not broken for every application).",Nov 12 at 5:59
14,7,194,"Then some attacker can inject some code to get the password directly from the <input>. A crazy idea: ""Sadly it's just a little bit hard to support HTTPS on Reserved IP addresses. Please run this code on your terminal and paste the result HMAC were."" (of course disable copy pasting to prevent pastejacking in the long run).",Nov 10 at 10:34
14,10,198,"How is the DNS resolution protected? (1) Is the DNS resolver (a) local? (b) reachable by a secure link? (2)(a) Does resolution happen over the VPN? Is the authoritative DNS server reachable by the resolver by a secure link? (b) What happens if the DNS resolution occurs before the VPN is set-up? (c) Can false DNS results obtained before the VPN is set-up be cached? (3)(a) Does the resolver use DNSSEC? (b) How is validation failure treated by the resolver? DNS resolution can be secured, by it isn't trivial.",Nov 11 at 2:16
14,10,199,"@curiousguy The same can be said for HTTPS though, unless you manually verify the certificate.",Nov 11 at 22:11
14,10,198,"Unless you accept random unverified certs (by clicking through any alert box), or cert authorities get hacked (possible, but doesn't happen every day), or they are totally incompetent (also possible, but errors can be detected and revoked), when do you need to ""manually verify the certificate""?",Nov 13 at 0:03
15,1,202,How's that voluntary? Didn't you mean involuntary?,Nov 5 at 15:43
15,1,203,@d33tah because those helpful security probes are volunteering their resources to pen test your website.,Nov 5 at 16:22
15,1,96,"I mean voluntary. They are testing your site for free. Sometimes they even send you a damage report, but don't count on that...",Nov 5 at 17:34
15,1,125,"@ThoriumBR: Ah. The ""attacker"" is volunteering. Got it. That's also only questionably legal, last I checked. Not outright illegal, but a grey area.",Nov 5 at 18:50
15,1,204,"Nice to see these generous people for their volunteer work. Maybe they would even crack my site and create backups of my customer data, for free! It is very helpful. :-)",Nov 6 at 4:53
15,2,205,A great plugin for Wordpress is Wordfence. It automatically blocks suspicious requests. Also it makes it easy to view all traffic and block in one click.,Nov 6 at 3:04
15,5,207,Blocking the whole country will prevent all its people from accessing the website. Is this really a good practice ?,Nov 5 at 16:37
15,5,208,"No, it is definitely not a good practice ....",Nov 5 at 16:48
15,5,209,"No, but it's good security.",Nov 5 at 16:49
