Post ID,Answer ID,Answer,Vote Score,Date,User ID
9,8,"
Apart from statements like NSA has your data when uploading it is based on the assumption that your data being on your disk is not somehow accessible. Like others stated, if your data is encrypted in a strong manner on your disk and uploaded in the same way I would regard the online version more safe in terms of redundancy (google is managing the replication and backup of their cloud). Stealing or breaking your machine with your data then has no effect.
If your data is not encrypted you still assume at this moment, that your data is totally secure on your disk and not accessible from the NSA. Depending on your operating system this might not even be the truth. Even if you can guarantee that your OS is free of any spyware, there is a chance that you cannot say the same for the channels through which you obtained the data. Being uploaded to google certainly allows easier access to data but I would not regard it as a ""none to full exposure"" in that way.
",1,2014-07-07 13:28:53Z,96
10,1,"
Let's clear up a couple of misconceptions:

DDoS mitigation partners cannot work unless they can decrypt traffic

Yes, they can - they just can't do it as well, as the content is not visible, so the solutions which work on traffic flow will still work.

Handing your key to a 3rd party is a bad thing

Not necessarily. In fact this is extremely common for large corporates - who typically have their infrastructure managed by 3rd parties anyway. What it does do is require that you replace some of your technical controls with contractual controls, and that you take greater oversight/audit responsibilities over the 3rd party.
Mitigation of the threat of the 3rd party misusing the key, or not protecting it is a straightforward one to assess and then provide a solution for. 
",5,2013-11-13 15:34:13Z,99
10,2,"
SSL DDoS Attacks should be divided into two - 

Protocol misuse attacks - 
Such attacks exploit the protocol being used and can cause denial of service effect without completing the creation of secure connection (SSL in our case). A good example can be the THC-SSL-DOS which can be used to create repeating 'renegotiation' in the same connection, though never completing the creation of a secure channel.
Protocol attacks, like the one mentioned above, do not require having keys. They can be mitigated with relatively simple protection measures as IPS signature, enforcement of server settings, or even dedicated DDoS appliances Pravail/Riorey/DefensePro/NSFocus/etc. 
SSL Traffic Floods - 
Here I refer to data that is being passed over the created secure channel. Without further information, these magnificent mitigation devices cannot distinguish between valid connections to malicious connections. They cannot even issue web challenge in an attempt to try and assess source legitimacy. So you are either stuck with nothing or some rate-limit protection - prone to false actions.  

So, what can be done - 
Some appliances can be fed with the certificates or be connected to another appliance from same family (DefensPro-Alteon / Pravail-VSS) - where the sister product opens the encryption, and ddos device does what it does and the flow is allowed to continue or is blocked. 
Radware can issue a challenge on the initial encrypted request (and only on it). Arbor can continuously inspect encrypted traffic, and block suspicious traffic (no challenge). As long as you keep these machines at your place, the risks are rather low. 
Some cloud services offer you to give them your keys. Not very recommended practice. 
However, Prolexic lately published they can live with temp-short-lived keys to achieve the same. This might be a sufficient solution, considering all other limitations and restrictions when dealing with secured (encrypted) traffic. 
And last -  is it bad to provide your key? 
In a very basic manner - Your key is important to secure your communications. If someone has your key she can theoretically 'read' your communications, or impersonate to you while communicating with others. 
However, as someone answered before me, you can practice sharing or having copies of your keys at different places. Depends on your infrastructure, on who manages your network, etc. 
Above all it relates to TRUST. If you trust this 'born yesterday' DDoS protection in the cloud service - go a head, give them your keys :). There are companies that can be trusted and that put many efforts into complying with all regulatory requirements. It doesnt provide 100% insurance, but frankly, nothing does.   
",2,2013-11-14 13:14:09Z,100
10,3,"
All the vendors are going to give you the same answer: you need to hand over your key to them either for a cloud-based security product, or for a box that they supply that sits in your network. Either way you cannot completely mitigate the threat that the have your keys. 
The alternative is to mitigate the threats posed by individual attacks by:

Keeping your systems and applications up to date: many previously serious ddos attacks have been eliminated by OS and software updates
Modifying your configurations: you can often tweak OS and applications to be much more resilient
Offload SSL computations: there are several solutions in this area, often load balancers have crypto engines that can do the work

What you really need to do is perform (or have somebody perform) a threat analysis to find out your biggest concerns, then look for solutions to those. It may be a vendor solution is your best way forward, or you may be able to do just fine using tactical, zero or low cost solutions. 
",1,2013-11-13 12:40:02Z,101
10,4,"
Ichilov's answer is more relevant.
Two non-vulnerable SSL Attacks

Send garbage data in place of pre-master secret (SSL Handshake flood)
Continuously re-negotiate the per-master secret from the handshake again & again

Hope Ichilov's explination is quite enough
Mitigation:

Client puzzle can help to mitigate DDoS attacks. The client puzzle
mechanism could be developed for protocol. It's based on
Proof-Of-Work systems. For SSL an IETF Draft is available at
http://www.ietf.org/id/draft-nygren-tls-client-puzzles-00.txt .Client-Puzzle mechanism is an intent-based security mechanism that
doesn't simply eliminate malicious clients, but increases the
attacker's cost. Also these mechanism are more effective against
signature based mitigation, which employs IDS/IPS systems with
enormous amount of rules.
The other method is to outsource the computation of modular exponent,
a highly resource intensive operation. A partial computation can be
outsourced to a daemon system(s). Otherwise, a system with
crypto-chip can be used. Outsourcing can improve the performance of
the server, but doesn't eliminating malicious client.

I already developed client-puzzle mechanism to work with HTTP. Also I planned to develop for SSL. Hope, you might feel the article interesting.
https://blog.cloudflare.com/keyless-ssl-the-nitty-gritty-technical-details/
",1,2015-07-23 05:19:03Z,102
10,5,"
There are ways and means to monitor TCP and SSL handshakes to determine bad behaviour ahead of actually decrypting / offloading.
Look at the client/server hello for non-RFC compliance and consider rate limitation for 'hello' floods based on this.
HTH.
",1,2017-01-23 15:00:07Z,103
11,1,"
You can do network scans from AWS services, but you need to fill out a request form; otherwise, you will breach their acceptable use policy.  You can find more information about the actual request process here https://aws.amazon.com/security/penetration-testing/
",4,2013-02-20 15:25:17Z,104
11,2,"
NMAP is available for Linux, Windows, Mac OS X, BSD, Solaris, and other platforms as well. If the ""cloud service"" can provide one of these environments, you can use it to run nmap. You will also want your own public IP, not something behind a NAT.
I think AWS is just web hosting, but maybe Amazon offers a service that could be used it this capacity. 
EDIT: AWS apparently provides a full virtual server, but it is behind a NAT, not conducive to port scanning. 
",1,2013-02-12 16:44:57Z,106
11,3,"
A VPS (virtual private server) is probably what you are looking for.  This would give you an actual VM to work from in a remote data center for a reasonably cheap price.  A VPN could also work (which would allow you to tunnel to an external IP with your own local hardware).
",0,2013-02-12 17:04:50Z,11
11,4,"
You are probably going to need to ask permission from any cloud provider to do this.  They generally ban this for obvious reasons and you need to get a waiver.  I'm not sure they'd provide a waiver in this direction of scanning.  Usually their customers want to scan the services running in the cloud and the IaaS provider will give them a narrow window to do it in.
",0,2013-02-12 20:50:23Z,108
11,5,"
u do not need a powerful machine to do portscanning, I do very large networks and use something simple like https://clientarea.ramnode.com/cart.php?gid=1 to do it. 
",0,2013-02-15 15:03:59Z,109
12,1,"
Start with a network diagram based on how a corporate network would look like. For example the DMZ is going to contain the webservers and mailservers. Then there will be firewalls to protect the userland from the DMZ, also you are going to have domian controllers, database servers which are going to be part of a secure network. Hope you get an idea on what am trying to descibe. You can find a sample network diagram here on a for a pentest lab. You need not follow the same thing, but use it to design your own.
As for actually building the lab I would suggest using vSphere server which allows you to virtualize the operating systems and build a network. Check this blog on setting up a virtual environment.
Check out the following resources to help you in setting up a lab
http://ist.bk.psu.edu/cvclab/wp-content/uploads/2011/12/BuildingLab1.pdf
http://www.irongeek.com/i.php?page=videos/pen-testing-practice-in-a-box-how-to-assemble-a-virtual-network
http://www.jasonjfrank.com/wp-content/uploads/2012/10/Building-your-Own-Penetration-Testing-Lab-on-the.pptm
",4,2013-01-03 11:47:36Z,119
12,2,"
This presentation at OWASP AppSec USA 2012 is about a collaborative university program that teaches practical security. It is based on OWASP Hackademic Challenges Project. He starts talking about the pentesting lab at 06:30. 
Books about building you own lab:

Build Your Own Security Lab: A Field Guide for Network Testing by Michael Gregg, 2008
Professional Penetration Testing: Volume 1: Creating and Learning in a Hacking Lab by  Thomas Wilhelm, 2009

",3,2013-01-03 15:58:28Z,121
12,3,"
You need to be looking in the direction of vSphere and ESXi, Hyper-V, or the AWS. You are creating a cloud environment that can spawn new pre-configured networks and hosts. The licensing costs can be high but it will accomplish what you want.
Alternatively, you could make VirtualBox and pre-made VMs available to students along with virtual network settings. That way they could work on the labs at home. 
EDIT:
My source at VMWare suggests that vCloud is the preferred approach, because it allows for the segregation you need to isolate student environments (isolated vlans, etc.). Other than that, a VPS (like EC2) can provide what you need cheaply.
Either solution can be scripted for automated management.
EDIT2:
Found this open source virtualization option that allows for complex VLAN networking: ProxMox
",3,2013-01-03 18:52:01Z,123
12,4,"
I would also recommend hackthissite.org.  They have a large selection of free demonstrators that vary in complexity.
",2,2013-01-03 14:35:16Z,11
12,5,"
SANS also provide a paid-for service similar to what you're talking about called Netwars - the site is here https://www.sans.org/cyber-ranges/netwars
",2,2013-01-03 15:56:36Z,124
13,1,"
While Thomas Pornin is correctly pointing out that the only way to trust a host under attack is using fully homomorphic encryption in practice you can try to work around this requirement. 
A potential attacker has full control of CPU, memory and disk. So it is not possible to do any calculations on valuable data in a VM that might not be under your control. On the other hand it is often not necessary. If you want to use your VM as a database or storage / backup service the VM never needs access to unencrypted information. You could store files or entries in a database, store hashes of the encrypted files or file names and e.g. sort for file size or retrieve a certain file where the client supplies the file name as a hash value. 
Such a scheme limits what you can do with your data but given a good encryption it is impossible for an attacker to steal your data. In the worst case they can modify it, so you need encrypted signatures to prevent tampering of the data.
A popular example is boxcryptor, which uses an encrypted container to store files securely at different cloud providers. Another is duplicity, which allows encrypted backups using rsync and GnuPG. 
Encrypting the storage of the VM itself by, e.g. truecrypt or Bitlocker does not increase the security level significantly. It might thwart an attack if the VM is powered off but as soon as you run it the OS needs the key to access the encrypted volume and at that moment a potential attacker can get hold of the key as well.
",8,2012-10-06 16:21:59Z,126
13,2,"
If the host is hostile then resistance is futile.
The host can read the disk, RAM and CPU state of your VM. Only fully homomorphic encryption would save you, but it does not work yet (Science has not uncovered an efficient solution yet; but that's just a factor one billion or so, therefore we can still hope for something... later on).
",7,2012-10-06 13:12:34Z,128
13,3,"
Other people are speaking in absolutes (in theory). Yes, if attacker has access to the host OS, then your VM can no longer be considered secure, in theory. However, to do this in practice, it requires some non-standard hacking work, which implies this is a targeted attack against YOU, because there will be plenty of other VMs that will not be encrypted and would be far easier targets than your VM. Full disk encryption in the cloud will protect you in the crowd of other VMs, but if you are targeted specifically, you're dead. There is no absolutely secure system, just different difficulties in accessing it. Disk encryption increases the difficulty. If you want better security, run your own host, but only if you are competent, otherwise it could be worse.
",4,2012-10-06 14:30:43Z,129
13,4,"
Your problem here is the same old one- an attacker who has access to the physical box, or in this case the host, can gain access to your VM. 
This is one of the risks you need to take into account if you outsource things- you use your contract with the provider to give you the assurance you need. 
",2,2012-10-06 13:08:18Z,99
13,5,"
Split your data across many VM's, hosted by different hosts (and providers, if possible) so data from single VM are useless. Of course that could kill usability and/or performance. Very rough idea.
",0,2012-10-09 19:03:05Z,130
13,6,"
Use full disk encryption if you can, where you can. Full disk encryption will only mature, and precludes physical attack, which is time off in security work for the real issues with logical access. 
By physical attack, I mean from the VM BIOS, keystroke loggers. Also would protect the drive from being mounted from elsewhere if the surrounding infra was stolen and taken off line, as opposed to actively being attacked. I think that particular threat model sounds major enough to me for it to swing the decision to use FDE if possible and if you have covered off any bigger security issues.
",0,2013-10-17 21:08:00Z,131
13,7,"
I believe protecting VM in a remount host is not easy. The best that you need to do as follows:
First: 
Establish mutual trust between you and the visited host.
Second: 
Add verification tools within your VM to detect abnormal behaviors in the Visited host.
Third: 
Add protection mechanisms to  protect the most sensitive data that VM deals with. 
You might need to put ""VM Obfuscation "" under your consideration.
Thanks 
",-1,2014-01-31 21:36:47Z,132
14,1,"
The most sensible approach is to assume you cant rely on their privacy - it isn't their responsibility, although there are some services whose selling point is securing this data.
If you take that stance, as long as you encrypt all data before it goes to the cloud you can be safe (decide on what level of encryption you need in order to be safe)
This approach gives you a very practical backup, just make sure you protect your encryption keys.
",16,2012-04-25 14:08:35Z,99
14,2,"
I would say no its not suitable for storing criticial information,
From the sound of their terms Google essentially owns everyting you upload as well as anything derivitive of your data as well.
Here is an excerpt from the verge.com explaining the differences of the 3 major players, notice Google is very liberal with what they can do with your data.
Dropbox
https://www.dropbox.com/terms
""By using our Services you provide us with information, files, and folders that you submit to Dropbox (together, ""your stuff""). You retain full ownership to your stuff. We don’t claim any ownership to any of it. These Terms do not grant us any rights to your stuff or intellectual property except for the limited rights that are needed to run the Services, as explained below.""
SkyDrive
http://windows.microsoft.com/en-US/windows-live/microsoft-service-agreement?SignedIn=1
""Except for material that we license to you, we don't claim ownership of the content you provide on the service. Your content remains your content. We also don't control, verify, or endorse the content that you and others make available on the service.""
Google Drive
http://www.google.com/intl/en/policies/terms/
""You retain ownership of any intellectual property rights that you hold in that content. In short, what belongs to you stays yours.
When you upload or otherwise submit content to our Services, you give Google (and those we work with) a worldwide license to use, host, store, reproduce, modify, create derivative works (such as those resulting from translations, adaptations or other changes we make so that your content works better with our Services), communicate, publish, publicly perform, publicly display and distribute such content.""
",13,2012-04-25 15:48:19Z,135
14,3,"
Consider this from an Information Management or Information Assurance question rather than an Information Protection question. To the question if a service provider's level of security is ""safe"" (sufficient and appropriate), the answer is YES and NO - depending on the level of protection the specific information requires.
My suggestion is you create three big categories of information, Public, Personal and Private. You can ask yourself how much damage would I be willing to endure if I lost ""personal"" information to help you decide if a specific item of information should go in ""private"" or not.  Private is the category where you need the most burdensome protections, and you don't want to put less valuable information in that category because those extra security measures cost you time, sometimes money, and generally some frustration.
All private information should be stored encrypted. It does not matter if you store it on a local drive or a cloud service, presuming the encryption is the right type (for example AES with 256 bit keys) and the pass-phrase sufficiently complex and is kept private. Odds are your home network is far less protected than networks managed by Microsoft or Google.
All personal information should be stored under the protection of network credentials by a service provider who publishes their security standards.  In the case of Microsoft, all of their SkyDrive infrastructure is now on their Windows Azure platform, which meats very stringent protections such as HIPPA.  Google, by contrast, is very upfront about scanning most information stored to target ads to you.
If you want to store personal information you can use an enhanced service from Microsoft called Office365.  For $6 per month you get a privately segmented Exchange service for email and a full SharePoint (SkyDrive plus many extra features) that is designed to protect your information from being shared outside of your ""namespace"" (think of it as your domain name). Those Microsoft services have been reviewed in depth and (outside of government classified information which generally requires dedicated hardware), Office365 is approved for all highly regulated environments such as SOX, HIPPA, etc.
If a piece of information is not Private and not Personal, it should be public and then any of the services should be safe for you. Microsoft is hyper-vigilant about not losing customer data as they spend billions of dollars on Windows Azure, so my opinion is they are safe as a backup location.
Let me leave you with a way of thinking about information that was shared by a crusty old IT guy that knew (kids avert your eyes):
Public is a picture of your best friend.
Personal is a picture of your wife in lingerie.
Private is a picture of your best friend with your wife in lingerie.
How much you protect each level of information depends on how embarrassed you would be seeing the picture (document, etc.) on the cover of your local newspaper.
",9,2012-09-25 20:05:14Z,138
14,4,"
My concern with any cloud service would be that one day you'll wake up and they'll be gone.
-- so long as they're a backup, not primary storage, it's an ordinary risk.
",5,2012-04-25 18:50:27Z,139
14,5,"
As others have mentioned, general-purpose cloud storage providers, like Microsoft, Google, Apple, and DropBox are not completely safe, since although they encrypt your files, they have copies of the keys (needed so they can index your files for search purposes).
And as Rory points out, you can make this super-secure pretty easily: encrypt the backups yourself before putting them in the cloud. This is the best option.
But there is also a middle-ground. There are some cloud storage providers who focus on security by not keeping copies of your encryption keys. SpiderOak are a popular one for backing up documents. Carbonite are also popular, and also offer an option to back up the whole of the machine (i.e. OS as well as documents.)
",5,2012-04-27 14:37:12Z,141
14,6,"
Why not using a combination of truecrypt volume and those cloud storages! truecrypt for confidentiality and the cloud services for redundancy and backup
",4,2012-04-25 18:42:11Z,142
15,1,"
If you are already settled on using Dropbox, then your only choice at the moment is to use a 3rd party program such as PGP (or free/open GPG) to first encrypt the file and place it into your drop box. I know you said you wanted to use public/private keys, but as an alternative, you could also use 7-zip to create secure archives with AES encryption based on a pre-shared key (password).
If you have not yet decided on Dropbox, you can look at similar online storage systems such as SpiderOak, Cryptoheaven, Mozy or similar, which perform client-side encryption of the files prior to uploading them into the cloud. You control the encryption key, and therefore the storage providers cannot access the data. I am not sure whether you can import existing private or public keys into those solutions or not, however.
",9,2011-12-30 16:01:21Z,148
15,2,"
I personally have this problem which I solved it myself.
I created a program which works with GPG4Win, and encrypt all my files with my PGP Key. I can also specify which folder encrypt with which user key, quite good in my opinion.
It is a 1 way sync + encrypt from my data folder to Skydrive folder (local), then Skydrive will sync to the SkyDrive Cloud. The best part is that this program does not store your PGP key, or any cloud account password.
Experience it!
Feel free to drop a visit @ http://successreality.blogspot.sg/2013/10/encrypt-sync-4-cloud.html
",4,2013-10-30 14:55:00Z,149
15,3,"
True Crypt may suit your needs. It offers the ability to use  keyfiles to encrypt your files which can then be stored in your drop box and shared.  It also offers the ability to use tokens and smart cards to secure your files.  This lets your key be passed in an out of band manner.
In my opinion the best feature of true crypt is the ability to create hidden volumes.  This creates what the creators of true crypt call plausible deniability.  This basically means that there is a second encrypted volume that appears to be comprised of nothing more than random data.  This is created inside of your encrypted file using using the free space at the end of the first volume. It is also worth noting that several different encryption  algorithms are available.  
",2,2011-12-31 02:36:38Z,150
15,4,"
Give Wuala a shot.
Data is encryted on the users device before uploaded to the cloud. It does not come with key-files but passwords. Maybe this is sufficient for you?
",2,2013-02-04 16:51:45Z,152
15,5,"
You can try:
AxCrypt by Axantum. It's free, but provides only AES-128 (not too hard). This tool may be suitable for you because it provides a portable version. Encryption and decryptionis done by two different programms (AxCrypt2Go and AxDecrypt respectively).
SafeBox is a light tool, supporting asymmetric and symmetric enctryption. Has a clear interface and detailed instructions on the site. This tool has more strong encryption algorithms. Files can be shared via any channel that supports text, or wrapped up in a container. 
",2,2017-09-20 11:26:40Z,153
15,6,"
ESecureDOX provides just about exactly what you're looking for. It's a cloud storage system run by a digital certificate authority, which means that each user is assigned a free digital certificate and PKI key set when they sign up, and each document is automatically encrypted by the storage system when you upload it to the cloud. Your document can only be accessed by your user account because of the technology behind the individual encryption (asymmetric PKI), so that the encryption code for each account would have to be separately compromised in order for any data to be compromised. And that's unlikely: the encryption that it uses would take 20 mainframe computers 20 years to brute force, according to NSA estimates. This opposed to something like dropbox, which only uses SSL encryption. What that  means is that if someone were to gain access to the blanket encryption that dropbox uses, every file on the system would be compromised.
As far as your concerns about sharing a document, when you share a document through ESecureDOX, only the single document is decrypted by the system, and that's done in a way that whomever receives your document is unable to edit it. This allows the sharing of documents without the concern that they'll be tampered with, and without allowing access to any files besides the one you want to share.
I apologize if this is overly dumbed down, but I just wanted to make sure that the advantages of the system were very clear. From the user interface ESecureDOX seems almost identical to already present cloud storage systems, but that's only because the PKI encryption and decryption happen behind the scenes. It can do that because the company that runs it is able to issue its own root certificates and integrate them into their storage solution without the user needing any technical knowledge of PKI or requiring them to keep track of their own keys.
Edit: for full disclosure, I do work in marketing for the company that runs ESecureDOX, Image-X Enterprises. But I haven't misrepresented how the service works in any way, and I do believe in its advantages regardless of my affiliation with the product.
",1,2015-04-29 21:49:01Z,154
15,7,"
Use an S3 bucket from AWS; server side you can have it encrypted and then to connect you can provision each other secure keys and use them for auditing and logging. With the use of Transmit you can add the bucket as a device in finder on OSX and treat it as a local drive which stores and pushes straight to the cloud. 
http://aws.amazon.com/s3/
It's the back end of dropbox, but it's dirt cheap and you can even choose the geographical region for your data centre.
Edit; For the purpose of securing communication client side while integrating with an S3 bucket, you can use the S3 client side encryption mechanisms. 
",0,2013-10-30 16:22:41Z,155
15,8,"
I created a small tool to do this. http://www.itsencrypted.com It uses the user's public key to encrypt a key file, which unlocks the encrypted file which is also in your Dropbox. Then later he'll use the program to download it directly and unencrypt it.
",0,2013-11-10 18:56:52Z,157
15,9,"
Another good solution is Boxcryptor. It encrypts all your data before they are send to Dropbox (or other providers). Boxcryptor also allows you to share your data in a confidential way. Therefore it makes a public/private key pair for each user. When you want to share a file with a friend, Boxcryptor downloads the public key of your friend, encrypts the file and your friend receives and decrypts the file.
",0,2013-11-10 20:02:19Z,159
15,10,"
A bit late to the game, but try Turtl. Uses client-side encryption and allows easy sharing/collaboration for both files and notes. Disclosure: I'm the founder.
",0,2014-03-07 08:42:42Z,161
15,11,"
pCloud Transfer is also a good option. It is a simple system for securely transferring files between two parties. The files get temporarily stored in the ""cloud"" but you can be sure that they will be unreadable to anyone who doesn't know the password you have to provide your recipient with. It's free and requires no registration to use it. I've been using for some time now and I'm really happy with it.
",0,2014-07-30 07:02:09Z,162
15,12,"
Even though this is an old question, it's on the first page of search results. Here are some updated free and low-cost options for 2017. 

SendThisFile. FREE forever. No file size limits, no credit card required, no software to install. All transfers include our comprehensive encryption and security, creating end-to-end 128-bit encrypted file transfers, and you won't have to configure a single setting. We use SAS70 type II / SSAE16 compliant data centers to ensure that private data is protected. It is the industry gold standard for the robust delivery and security of data. https://www.sendthisfile.com/
SpiderOak protects your group messaging, file sharing, and file backups with end-to-end encryption to keep you safe from privacy intrusions, ransomware, and data loss.
It keeps your uploaded material safe and private. They can’t even see what you upload, because you are the sole holder of the keys to unlock the material. The only downside is that it is a complicated for a new user, as it does have a steep learning curve.
100GB storage: $5 per month.
https://spideroak.com/one/ 

",0,2017-10-06 12:32:02Z,151
16,1,"
At 16-core GPU maximum, I'd build my own, unless oclHashcat can distribute work loads (at first look it doesn't seem like it does). That is assuming this thing is going to pound passwords all day most days. If you can scale it more (or want to run a lot in parallel) or wont use it all day long, pay for it by the hour.

Now, after some sketching and brain storming we concluded that GPU is the best way to go (contrary to CPU or rainbow tables).

I'd argue that you should probably download and archive some rainbow tables anyway, though it's less likely they'll come in handy, a lot of poorly written software still runs silly stuff like MD5, which will crack a stupid amount of time faster on a rainbow table. Multi-pronged approach for multiple environments.
Barebones EC2 GPU cloud will run you about $7+k on metal, depending on RAM/CPU/Disk requirements:
http://www.google.com/products/catalog?q=1026GT-TF-FM209&um=1&ie=UTF-8&tbm=shop&cid=16863135665868024811&sa=X&ei=4_HDTsPIFcff0QHjh7XmDg&ved=0CDoQ8wIwAQ
http://aws.amazon.com/hpc-applications/

Cluster GPU Quadruple Extra Large
33.5 EC2 Compute Units (2 x Intel Xeon X5570, quad-core “Nehalem” architecture)
22 GB of memory
2 x NVIDIA Tesla ""Fermi"" M2050 GPUs 1690
GB of instance storage 64-bit platform I/O Performance: Very High (10
Gigabit Ethernet. Full-bisection bandwidth with Placement Groups) API
name: cg1.4xlarge

",8,2011-11-16 17:21:47Z,165
16,2,"
This is a simple cost / benefit analysis, so it's a business question rather than a security one since you've already decided the merits of how to approach the security aspect. Write your code, benchmark it, and compare numbers in a spreadsheet.
For the metal
* Cost of metal
* Cost per hour in terms of electric bill (assume under full load) 
* Budget for parts replacement
* Operations per second

For the EC2
* Amazon rate per hour
* Operations per second

Compare the numbers on a month by month or year by year basis. Pick the one that makes more sense based upon expected life. Front-loading cost, net present value, expected utilization, risk, etc are all accounting problems.
",15,2011-11-16 16:49:19Z,170
16,3,"
This link about GPUs and EC2 password cracking gives you much of the information you are looking for:
http://erratasec.blogspot.com/2011/06/password-cracking-mining-and-gpus.html
The upshot is this. Radeon GPUs are about 3 times faster than equivalent nVidia GPUs for password cracking. But, EC2 uses nVidia GPUs, because they are better at most other GPU tasks. Moreover, EC2 doesn't just use nVidia GPUs, but the expensive ""Tesla"" versions. You can buy a $250 Radeon GPU with the same password cracking performance of a $10,000 Tesla system. Whether your buy it or rent it from Amazon, it just doesn't make sense.
Because GPUs can make you password cracking 20 times faster than a normal CPU, there is a great benefit to using one of them. But, because there are decreasing marginal returns, there isn't a lot of benefit to investing a lot of money in GPU number crunching.
The upshot is that it's worthy spending $500 for two Radeon 6850 cards and sticking them in your desktop for use with oclhashcat, but not worth spending more.
",3,2011-11-17 16:59:29Z,171
16,4,"
Did you try the new GPU rainbow tables from freerainbowtables.com ? 
You don't even need a supercomputer / cloud to check the hashes. 
You could donate to the freerainbowtables.com project some hardware and request your custom rainbow tables. (they have over 2000 machines, in their distributed project that generate rainbow tables on the CPU as well as the GPU).
For salted hashes I would go with an array of fpga cracking machines.
I suggest you post this question on the forum ( http://freerainbowtables.com/phpBB3/ ), there are a few tech freaks like Sc00bz, that would provide a very insightful answer. 
",3,2011-11-22 13:42:18Z,173
