Post ID,Title,Question,User ID,Vote Score,Answer Count,View Count,Date,URL,Full URL
41,Is a standalone phone number considered Personally Identifiable Information?,"
Personally Identifiable Information (PII) is defined (the example below is from NIST) as (emphasis mine)

Information that can be used to distinguish or trace an individual's
  identity, such as name, social security number, biometric records,
  etc. alone, or when combined with other personal or identifying
  information that is linked or linkable to a specific individual, such
  as date and place of birth, mother’s maiden name, etc.

How should this be interpreted in the case of a single phone number, not associated to a name?
In other words, if an application is sending bare phone numbers to a server (I am looking at you WhatsApp) without the name of the number owner, is that number still PII?

EDIT: Jonah Benton gave in his answer a very nice summary of the question, I quote him for the sake of clarity

(...) the question refers to a practice where an app on a user's phone
  gets access to contacts (...) on the phone and uploads all
  phone numbers to the server without also uploading the names
  associated with those numbers (despite having access to them.)
Are these uploaded bare numbers, without names, considered PII?

",426,33,6,"6,475 times",2018-07-04 09:51:17Z,/questions/188865/is-a-standalone-phone-number-considered-personally-identifiable-information,https://security.stackexchange.com/questions/188865/is-a-standalone-phone-number-considered-personally-identifiable-information
42,Privacy Policy(ies). Does the cookie “collect” browser data or “request” browser data? [closed],"
I'm working on legal portion of my site, Privacy Policy in particular. I've done the research and found that nearly all the answers to my question (below), is generalized.
Question: Do cookies ""collect"" data from user browsers, or do cookies ""request"" then receive data from user browsers?
This seems to be a very important distinction. Do I put into my privacy policy that my site ""collects"" data from my users or do I ""request"" data from my users.
My understanding of the core functionality is that cookies request data of user browser or browser activity. Users control how their browser will respond (or handle cookies) in their browser settings. If users have the ultimate control of handling ""responses"" to cookies is it proper for website privacy policies to state that they use cookies to collect browser data? Isn't it more accurate to state something like: ""We use cookies to request data from your browser. Depending on you have your settings, your response to our request my impact your experience."" Or something along those lines.
For years the way I understood the phrase ""cookies collect browser data"" is that we (websites) force code (the cookie), onto your browser that opens a siv for all your activity to flow back to us. But this isn't the case at all. Cookies actually make a ""request"" (i.e., asks) for the user's permission first, and depending on how the user has set up their browser settings, the cookie request is honored or denied.
I'm trying to stay away from the term ""collect"" as a general matter. I think it's improperly used and leaves the wrong impression on users.
Has anyone else thought about this? Am I missing something?
UPDATE: Thank you for all the good responses below. I've concluded that my Privacy Policy will NOT state ""We use cookies to collect info...,"" but rather: ""We use cookies to request info..."" because the former implies no consent required, whereas the latter implies consent required, and IS the more accurate case.
",517,8,6,"1,400 times",2018-06-19 21:21:45Z,/questions/187984/privacy-policyies-does-the-cookie-collect-browser-data-or-request-browser,https://security.stackexchange.com/questions/187984/privacy-policyies-does-the-cookie-collect-browser-data-or-request-browser
43,Find IM user location via netstat?,"
I got sent an article today (http://hakerin.com/facebook-user-location-finder-noobs/). With the click-bait title ""Facebook User location Finder"" Of course I clicked it. 
Going through the ""article"" there is not a lot of details given. And I thought I would try it out. 
It basically stated that it was possible to find out the location of a Facebook user that sent you a Facebook message. Specifically, by looking at the IP addresses that appear in the ""Foreign Address"" column of Netstat. To find the geo-location one has to copy the last added IP address from the list into a IP address lookup tool like http://whatismyipaddress.com/. Then copy the coordinates and use google maps to find the exact location of the person. 
After some time getting the preferred Netstat arguments and some filtering with awk netstat -ntpw | awk '{print $5}'. The  GEO locations the IP addresses hold are mostly in America some in Ireland and some in the Netherlands. When I enter the coordinates in google maps I get unknown locations. 
This is just fake, right? Or did it used to work like this? If so, that would seem very concerning.  
",530,23,5,"10,652 times",2017-10-20 14:01:55Z,/questions/171697/find-im-user-location-via-netstat,https://security.stackexchange.com/questions/171697/find-im-user-location-via-netstat
44,How did Google know I looked something up?,"
Yesterday I was searching DuckDuckGo for booking a vacation. I ended up reading a lot on one specific website. Today multiple websites show me Google banners from this specific website. Normally, I never look up websites for booking a vacation. I use DuckDuckGo on purpose, to prevent these kind of things. My question therefore is: how is this possible?
I'm 100% certain that I didn't accidentally Google something.
The website I was reading was this, if that helps.
",533,134,7,"23,947 times",2017-10-11 11:21:37Z,/questions/171055/how-did-google-know-i-looked-something-up,https://security.stackexchange.com/questions/171055/how-did-google-know-i-looked-something-up
45,Is it safe to upload & scan personal files on VirusTotal?,"
I had an idea to make a plugin for one of my email clients where my users will be able to upload & scan attachments using VirusTotal service, but then again I was worried about their privacy and security of uploading personal files which may have been exposed to someone. 
My question here is; how safe is it to upload personal files, could they get exposed to someone beside owner of VirusTotal?
",544,37,5,"8,860 times",2017-08-29 13:29:45Z,/questions/167744/is-it-safe-to-upload-scan-personal-files-on-virustotal,https://security.stackexchange.com/questions/167744/is-it-safe-to-upload-scan-personal-files-on-virustotal
46,Internal network address contains my name - problematic?,"
In my university, I needed to register the MAC address of my personal laptop with the admin in order to use the university network. Now, it seems like I am assigned a unique network address ""lastname.university.com"", as my login prompt shows:
Last login: Wed Aug 16 07:45:38 2017 from lastname.university.com

Is it a problem (e.g. security or privacy) that this address contains my last name? Is it exposed to the outside world, e.g. when I am browsing the web?
",546,24,5,"4,758 times",2017-08-16 15:01:23Z,/questions/167631/internal-network-address-contains-my-name-problematic,https://security.stackexchange.com/questions/167631/internal-network-address-contains-my-name-problematic
47,What makes Docker more secure than VMs or bare metal?,"
I recently had a discussion with a Docker expert about the security of Docker vs. virtual machines. When I told that I've read from different sources that it's easier for code running within a Docker container to escape from it than for a code running in a virtual machine, the expert explained that I'm completely wrong, and that Docker machines are actually more secure in terms of preventing the malicious code from affecting other machines, compared to virtual machines or bare metal.
Although he tried to explain what makes Docker containers more secure, his explanation was too technical for me.
From what I understand, “OS-level virtualization reuses the kernel-space between virtual machines” as explained in a different answer on this site. In other words, code from a Docker container could exploit a kernel vulnerability, which wouldn't be possible to do from a virtual machine.
Therefore, what could make it inherently more secure to use Docker compared to VMs or bare metal isolation, in a context where code running in a container/machine would intentionally try to escape and infect/damage other containers/machines? Let's assume Docker is configured properly, which prevents three of the four categories of attacks described here.
",565,260,9,"35,894 times",2017-09-20 06:10:58Z,/questions/169642/what-makes-docker-more-secure-than-vms-or-bare-metal,https://security.stackexchange.com/questions/169642/what-makes-docker-more-secure-than-vms-or-bare-metal
48,Would a VM such as Virtualbox be my best option for everyday security while working?,"
I run a small business out of my home and I'm not really doing anything labor intensive, no games and I'm not cutting any code or anything of that nature. A lot of what I do is phone based sales, so I'm basically just accessing my web based work gmail account, sending PDF contracts out to be e-signed and storing those on cloud based drive and a lot of browsing for info, finding leads etc.
I could probably get away with a thin client but I just bought a cheap laptop, and I am curious to know if I'm on the right track here by thinking that Virtualbox for everyday business is my best option for security and usability for just one desktop running Windows 10 (and if so maybe I should go with a lighter weight OS).
",569,25,6,"10,615 times",2017-06-21 11:01:39Z,/questions/162420/would-a-vm-such-as-virtualbox-be-my-best-option-for-everyday-security-while-work,https://security.stackexchange.com/questions/162420/would-a-vm-such-as-virtualbox-be-my-best-option-for-everyday-security-while-work
49,Will Running MEMZ or Wanna Cry in VirtualBox Harm Host Computer?,"
I have read some threads talking about the safety of running malware in a VM. I found out that it may not be safe and there is still a risk. I would like to know specifically if running Wanna Cry, a ransomware, actually mess up my real computer. Is this virus made that way? I want to know about one other. Will running MEMZ, a trojan, harm my computer? Any answer to either of these will help.
",578,1,5,"3,741 times",2017-05-16 18:26:35Z,/questions/159643/will-running-memz-or-wanna-cry-in-virtualbox-harm-host-computer,https://security.stackexchange.com/questions/159643/will-running-memz-or-wanna-cry-in-virtualbox-harm-host-computer
50,"Company computers for competent developers, how can you deal with them?","
This is a follow up on Is there a legitimate reason I should be required to use my company’s computer.  Mostly, because I see a huge issue in a couple of specific situations.
Had I been in a position of the security engineer for an organization I would definitely put a policy that only company computers shall be used.  That does make sense, and protects not only company data but the liability of employees.
Yet, there is one case in which such a policy bugs me:  A competent developer (I'm not talking about a junior developer, I'm talking about a middle to senior level developer) will potentially have on his work machine:

17 database engines;
20 docker containers;
10 test virtual machines (let's say using something like qemu).

That is a very common scenario in startups and post-startups (a startup that managed to survive several years).  Moreover, this developer will be changing his docker containers and virtual machines every week, since he will probably be testing new technology.
Requiring this developer to refer to the security engineer to install new software every time is completely impractical.  Moreover, since a company would have more than one such developer, going with the typical company managed computers for everyone involves drawbacks:

Maintaining the computers of, say, six such developers is a full time job for a competent security engineer.
The manager of those developers will be terribly angry because what his team is doing for 50% of their work-time is to wait for the security engineer.

On the other hand allowing the developers to use the machines freely is dangerous: one rogue docker container or virtual machine and you have an insider.  I would even say that these developer's computers are more dangerous than that of a common user (say, a manager with spreadsheet software).

How do you make sensible policies for competent developers?
Here are some other solutions I could think of (or saw in the past), most of which were pretty bad:

Disallow internet access from the development machines:

You need internet access to read documentation;
You need to access repositories, often found on the internet.

Give developers two computers, one for internet and one for development machines:

Complaints about lost productivity: typing Alt+2 to get the browser is faster than switching to another computer;
Repository access is cumbersome: download in one place, copy to the other.
Encourages the developer to circumvent the security and make a USB-based connection between both machines, so he can work from a single computer (saw it happening more than once).

Move development to the servers (i.e. not development on desk machines):

This is just moving the same problem deeper, now the rogue container is on the server;
Arguably worse than allowing the developer to do what he pleases on his own machine.


There must be a better way.
",586,88,13,"17,456 times",2017-07-16 11:47:00Z,/questions/135359/company-computers-for-competent-developers-how-can-you-deal-with-them,https://security.stackexchange.com/questions/135359/company-computers-for-competent-developers-how-can-you-deal-with-them
51,"Home Banking, antivirus safe environments OR Linux on virtual machines?","
Which is the safest way to do home banking, given that I do use Windows on a tablet, I do connect to both private and public networks and I cannot use a Linux live distro right now?
I've been thinking about these methods so far:

using a safe environment provided by an Antivirus Company (i.e. Avast Safe Zone, Kaspersky Safe Browser etc.);
running Linux on a Virtual Machine.

My questions are:

Which is the safest method between the two? 
Could you give me any additional advice I should take in mind?

",601,6,5,"3,340 times",2016-01-11 21:25:52Z,/questions/110310/home-banking-antivirus-safe-environments-or-linux-on-virtual-machines,https://security.stackexchange.com/questions/110310/home-banking-antivirus-safe-environments-or-linux-on-virtual-machines
52,Is it more secure to program a client-server system in a language other than English?,"
I'm developing a system with communication via REST between front (JavaScript) and back end (Java/Spring) and this question popped up.
Does it makes this system more secure to name variables, URLs, etc in a language other than English?
I imagine it could because, since the most important programming languages are in English, it's likely most programmers know at least a bit of it. Naming our stuff in another language could make hacking more difficult because the attacker would have a harder time to understand what means and does what.
I couldn't find results on Google because ""programming"" an ""language"" together makes it impossible to find results about the other meaning of ""language"".
",409,43,10,"19,986 times",2018-05-01 07:09:12Z,/questions/184905/is-it-more-secure-to-program-a-client-server-system-in-a-language-other-than-eng,https://security.stackexchange.com/questions/184905/is-it-more-secure-to-program-a-client-server-system-in-a-language-other-than-eng
53,Spoofing POST/GET requests in a RESTful service,"
I started working on an app that connects to a RESTful service for authentication and data.  User POSTs the user name and password to /token endpoint.
Once they log in successfully, they get a bearer token that they then append to the Authorization header in the subsequent calls to different protected resources.
My question is what prevents users from intercepting their regular post from the app (getting the token) and then possibly sending bunch of POST requests (using something like postman or fiddler) to create a large number of fake posts or articles or whatever else the app does.
What are some possible ways from protecting from this?  Does the fact that the traffic to the service will eventually go via TLS make this a non-issue?
",613,13,10,"6,191 times",2017-11-14 18:00:45Z,/questions/173391/spoofing-post-get-requests-in-a-restful-service,https://security.stackexchange.com/questions/173391/spoofing-post-get-requests-in-a-restful-service
54,Is there a way to prevent someone from making his own client app for my webservice? [duplicate],"

Say I have a RESTful web service and a commercial Android app on the front end which is used to interact with it. I may use SSL so that the endpoints are not visible, but someone could still do some reverse engineering to find them.
I could also use SOAP instead, so that the call to the web service is a bit more complicated. But, I still don't know if this gives me any real advantage over RESTful based service.
I was thinking about hardcoding the key into my client app, so that only my client app could use the service. Also, maybe some code obfuscation may help. But, how much does this really help?
UPDATE: As JOW pointed out Fiddler
could be used to decrypt https and see the full request. However, if I use Android app only, this may be solved by hardcoding server certificate in Android client app. And also, there is SOAP WS-Security, but I guess a tool can be made to function in similar way as fidler to circumvent that.
",631,30,8,"5,939 times",2017-03-22 00:42:51Z,/questions/154535/is-there-a-way-to-prevent-someone-from-making-his-own-client-app-for-my-webservi,https://security.stackexchange.com/questions/154535/is-there-a-way-to-prevent-someone-from-making-his-own-client-app-for-my-webservi
55,Returning the wrong HTTP response code on purpose?,"
I'm writing a simple REST API, and I want to restrict access to my mobile-client only. In other words, I'm trying to prevent a malicious user from e.g. using curl to make an unauthorized POST request.
Of course, this is impossible. However, there are certain countermeasures that make it difficult for a hacker to succeed. Right now, I am encrypting all requests with a private key, stored client-side (obviously, this is not ideal, but the difficulty in reverse-engineering an iOS app will hopefully deter all but the most determined hackers).
One simple idea I had is to return the wrong HTTP response code for an unauthorized request. Rather than return a ""401 Unauthorized,"" why not return e.g. ""305 Use Proxy,"" i.e. purposely being confusing. Has anyone ever thought about doing this?
",655,36,11,"10,143 times",2017-02-08 18:25:05Z,/questions/150758/returning-the-wrong-http-response-code-on-purpose,https://security.stackexchange.com/questions/150758/returning-the-wrong-http-response-code-on-purpose
56,Ensure web service only accessed by authorized applications,"
Preface
My mobile app allows users to create accounts on my service. In addition to being able to log in with external authentication providers, like Facebook, I want to give the user the option to create an account using an e-mail address.
Normally, all calls to my web service are authenticated via basic authentication over HTTPS. However, the create account function (also over HTTPS) does not have any authentication - since the user does not yet have any credentials.
If I was writing a website, I would use Captcha to stop my database from being filled up with bogus accounts via script.
Question
How can I verify that new user requests are coming from an instance of my application and not from a bot?
If all data is sent over HTTPS, is it sufficient for the application to have a stored password to say ""hey, it's me!""? What are the best practices for doing something like this?
Elaboration
The server is written in Java using the Spring Framework and Spring Security. It is hosted on App Engine. Cost is a concern (both network and computation). The app is a mobile game. I do not store sensitive information like credit card numbers. However, I do keep track of user purchases on the Apple and Android stores. My biggest concern is player experience. I don't want a hacker bringing down the system and ruining someone's enjoyment of the game. I also, need to make sure that the player faces as few obstacles as possible when creating an account.
Update/Clarification
I am looking for a way to ensure all calls to the service are coming from an instance of my application. User accounts are already protected because the stateless service requires that they send their credentials on every request. There are no sessions and no cookies.
I need to stop bot-spam on the unsecured calls, such as create-new-account. I cannot use captcha because it does not fit into the flow of the application.
",659,30,5,"24,798 times",2013-09-19 15:56:53Z,/questions/42586/ensure-web-service-only-accessed-by-authorized-applications,https://security.stackexchange.com/questions/42586/ensure-web-service-only-accessed-by-authorized-applications
